1, 1, 271, 4.801192283630371
1, 2, 49, 4.787940979003906
1, 3, 63, 4.780327320098877
1, 4, 168, 4.779524326324463
1, 5, 301, 4.77701997756958
1, 6, 317, 4.7328715324401855
1, 7, 97, 4.715518474578857
1, 8, 126, 4.712465286254883
1, 9, 312, 4.708731174468994
1, 10, 482, 4.662469387054443
2, 1, 49, 5.002701759338379
2, 2, 301, 4.9527435302734375
2, 3, 271, 4.947215557098389
2, 4, 63, 4.931673049926758
2, 5, 126, 4.908153533935547
2, 6, 168, 4.891057968139648
2, 7, 312, 4.88767671585083
2, 8, 97, 4.883859157562256
2, 9, 317, 4.879936695098877
2, 10, 482, 4.794592380523682
3, 1, 49, 4.627626419067383
3, 2, 301, 4.570314884185791
3, 3, 271, 4.5542311668396
3, 4, 63, 4.542088031768799
3, 5, 126, 4.537940502166748
3, 6, 312, 4.51475191116333
3, 7, 97, 4.506433486938477
3, 8, 317, 4.4955339431762695
3, 9, 168, 4.491995811462402
3, 10, 482, 4.414416313171387
4, 1, 49, 5.576664924621582
4, 2, 301, 5.4791765213012695
4, 3, 126, 5.4698638916015625
4, 4, 271, 5.43061637878418
4, 5, 312, 5.428889751434326
4, 6, 63, 5.425064563751221
4, 7, 97, 5.40873908996582
4, 8, 317, 5.3752899169921875
4, 9, 168, 5.332932949066162
4, 10, 99, 5.298297882080078
5, 1, 49, 4.149916172027588
5, 2, 271, 4.132430076599121
5, 3, 301, 4.1252946853637695
5, 4, 63, 4.11734676361084
5, 5, 168, 4.100694179534912
5, 6, 126, 4.081933498382568
5, 7, 317, 4.07832145690918
5, 8, 97, 4.07326078414917
5, 9, 312, 4.072078704833984
5, 10, 482, 4.015548229217529
6, 1, 271, 4.817384243011475
6, 2, 49, 4.805556774139404
6, 3, 63, 4.794861316680908
6, 4, 168, 4.792355060577393
6, 5, 301, 4.791886329650879
6, 6, 317, 4.742499351501465
6, 7, 97, 4.7243218421936035
6, 8, 126, 4.722011566162109
6, 9, 312, 4.717288017272949
6, 10, 482, 4.664827823638916
7, 1, 271, 5.303160667419434
7, 2, 168, 5.287518501281738
7, 3, 63, 5.281263828277588
7, 4, 49, 5.278463363647461
7, 5, 301, 5.273994445800781
7, 6, 317, 5.234508991241455
7, 7, 97, 5.213385581970215
7, 8, 126, 5.205322742462158
7, 9, 312, 5.204294204711914
7, 10, 482, 5.16543436050415
8, 1, 49, 5.349020004272461
8, 2, 301, 5.29704475402832
8, 3, 271, 5.291622161865234
8, 4, 63, 5.275594234466553
8, 5, 126, 5.252008438110352
8, 6, 168, 5.233800411224365
8, 7, 312, 5.231010913848877
8, 8, 97, 5.227121829986572
8, 9, 317, 5.222593784332275
8, 10, 482, 5.135858058929443
9, 1, 49, 5.012228965759277
9, 2, 126, 4.915048122406006
9, 3, 301, 4.904562950134277
9, 4, 312, 4.869283676147461
9, 5, 97, 4.844181537628174
9, 6, 63, 4.841551303863525
9, 7, 271, 4.841205596923828
9, 8, 317, 4.800279140472412
9, 9, 99, 4.77603006362915
9, 10, 168, 4.736710071563721
10, 1, 271, 5.294083595275879
10, 2, 49, 5.290103435516357
10, 3, 301, 5.272758960723877
10, 4, 63, 5.272556781768799
10, 5, 168, 5.266290664672852
10, 6, 317, 5.221954822540283
10, 7, 126, 5.207087993621826
10, 8, 97, 5.206650257110596
10, 9, 312, 5.200747489929199
10, 10, 482, 5.1446051597595215
