1, 1233, 1.0
1, 1186, 1.0
1, 1083, 1.0
1, 920, 1.0
1, 1106, 1.0
1, 973, 1.0
1, 341, 1.0
1, 757, 1.0
1, 885, 1.0
1, 1026, 1.0
2, 666, 1.0
2, 626, 1.0
2, 618, 1.0
2, 536, 1.0
2, 341, 1.0
2, 308, 1.0
2, 75, 1.0
2, 352, 1.0
2, 74, 1.0
2, 119, 1.0
3, 812, 1.0
3, 807, 1.0
3, 745, 1.0
3, 560, 1.0
3, 641, 1.0
3, 593, 1.0
3, 344, 1.0
3, 115, 1.0
3, 400, 1.0
3, 422, 1.0
4, 1150, 1.0
4, 1148, 1.0
4, 1123, 1.0
4, 927, 1.0
4, 1146, 1.0
4, 360, 1.0
4, 1038, 1.0
4, 643, 1.0
4, 868, 1.0
4, 1083, 1.0
5, 828, 1.0
5, 680, 1.0
5, 822, 1.0
5, 348, 1.0
5, 714, 1.0
5, 35, 1.0
5, 459, 1.0
5, 34, 1.0
5, 113, 1.0
5, 6, 1.0
6, 158, 1.0
6, 115, 1.0
6, 114, 1.0
6, 113, 1.0
6, 85, 1.0
6, 62, 1.0
6, 49, 1.0
6, 102, 1.0
6, 54, 1.0
6, 5, 1.0
7, 1027, 1.0
7, 968, 1.0
7, 910, 1.0
7, 626, 1.0
7, 913, 1.0
7, 600, 1.0
7, 817, 1.0
7, 442, 1.0
7, 119, 1.0
7, 838, 1.0
8, 1083, 1.0
8, 1068, 1.0
8, 1038, 1.0
8, 1024, 1.0
8, 1002, 1.0
8, 935, 1.0
8, 668, 1.0
8, 927, 1.0
8, 957, 1.0
8, 884, 1.0
9, 1144, 1.0
9, 1076, 1.0
9, 1123, 1.0
9, 1072, 1.0
9, 1062, 1.0
9, 626, 1.0
9, 911, 1.0
9, 999, 1.0
9, 113, 1.0
9, 119, 1.0
10, 592, 1.0
10, 590, 1.0
10, 362, 1.0
10, 565, 1.0
10, 493, 1.0
10, 74, 1.0
10, 37, 1.0
10, 563, 1.0
10, 533, 1.0
10, 35, 1.0
