1, 1189, 5.0
1, 1293, 5.0
1, 1467, 5.0
1, 1500, 5.0
1, 1449, 4.6300683
1, 1398, 4.5068045
1, 1642, 4.499869
1, 1594, 4.494739
1, 408, 4.4942646
1, 318, 4.46934
2, 1467, 5.0
2, 1500, 5.0
2, 1293, 5.0
2, 1189, 5.0
2, 1449, 4.627098
2, 1398, 4.507491
2, 1642, 4.4989877
2, 1594, 4.497888
2, 119, 4.4954004
2, 408, 4.495034
3, 1500, 5.0
3, 1467, 5.0
3, 1189, 5.0
3, 1293, 5.0
3, 1449, 4.594229
3, 1398, 4.51845
3, 1642, 4.506107
3, 1594, 4.4927926
3, 408, 4.4864416
3, 483, 4.4613523
4, 1293, 5.0
4, 1467, 5.0
4, 1500, 5.0
4, 1189, 5.0
4, 1449, 4.581593
4, 1642, 4.5046015
4, 119, 4.501609
4, 1398, 4.5002294
4, 1594, 4.49844
4, 408, 4.4911623
5, 1500, 5.0
5, 1467, 5.0
5, 1189, 5.0
5, 1293, 5.0
5, 1449, 4.6346993
5, 119, 4.516425
5, 1594, 4.4986496
5, 1398, 4.495915
5, 1642, 4.491221
5, 1463, 4.474462
6, 1500, 5.0
6, 1189, 5.0
6, 1293, 5.0
6, 1467, 5.0
6, 1449, 4.6270375
6, 1398, 4.5068927
6, 119, 4.500446
6, 1594, 4.496157
6, 1642, 4.4941006
6, 114, 4.449951
7, 1293, 5.0
7, 1189, 5.0
7, 1467, 5.0
7, 1500, 5.0
7, 1449, 4.626136
7, 1398, 4.50697
7, 119, 4.502253
7, 1642, 4.495814
7, 1594, 4.49566
7, 408, 4.491891
8, 1467, 5.0
8, 1500, 5.0
8, 1293, 5.0
8, 1189, 5.0
8, 1449, 4.630836
8, 1463, 4.5286245
8, 119, 4.504928
8, 1398, 4.5017653
8, 1594, 4.4973025
8, 408, 4.490664
9, 1500, 5.0
9, 1467, 5.0
9, 1189, 5.0
9, 1293, 5.0
9, 1449, 4.626432
9, 1398, 4.512562
9, 119, 4.503485
9, 1594, 4.5007052
9, 408, 4.492058
9, 1642, 4.4875655
10, 1467, 5.0
10, 1500, 5.0
10, 1189, 5.0
10, 1293, 5.0
10, 1449, 4.627738
10, 1398, 4.5043073
10, 119, 4.5024643
10, 1594, 4.495435
10, 1642, 4.4951296
10, 408, 4.4915247
