1, 1, 482, 5.253077030181885
1, 2, 126, 5.248672008514404
1, 3, 407, 5.166825294494629
1, 4, 356, 5.107034683227539
1, 5, 63, 5.102584362030029
1, 6, 113, 5.080613136291504
1, 7, 168, 5.073246955871582
1, 8, 97, 5.055331707000732
1, 9, 602, 5.049627304077148
1, 10, 317, 5.035158634185791
2, 1, 126, 5.410144329071045
2, 2, 482, 5.382540702819824
2, 3, 407, 5.234578609466553
2, 4, 63, 5.232492923736572
2, 5, 356, 5.222595691680908
2, 6, 97, 5.214604377746582
2, 7, 317, 5.1758880615234375
2, 8, 602, 5.16361141204834
2, 9, 99, 5.152827739715576
2, 10, 168, 5.146028518676758
3, 1, 126, 4.486962795257568
3, 2, 482, 4.448115348815918
3, 3, 97, 4.328776836395264
3, 4, 63, 4.328115463256836
3, 5, 356, 4.312845706939697
3, 6, 407, 4.297970771789551
3, 7, 99, 4.288917064666748
3, 8, 317, 4.288367748260498
3, 9, 49, 4.286858081817627
3, 10, 602, 4.264858245849609
4, 1, 126, 6.7252607345581055
4, 2, 482, 6.6659440994262695
4, 3, 97, 6.49194860458374
4, 4, 63, 6.488776206970215
4, 5, 356, 6.4661993980407715
4, 6, 407, 6.441088676452637
4, 7, 99, 6.434689521789551
4, 8, 49, 6.432111740112305
4, 9, 317, 6.431036472320557
4, 10, 602, 6.395305156707764
5, 1, 126, 4.673628330230713
5, 2, 482, 4.665156841278076
5, 3, 407, 4.570926666259766
5, 4, 63, 4.540539264678955
5, 5, 356, 4.538214683532715
5, 6, 97, 4.511721611022949
5, 7, 168, 4.495224475860596
5, 8, 113, 4.492142200469971
5, 9, 602, 4.490260124206543
5, 10, 317, 4.4879608154296875
6, 1, 126, 4.999863147735596
6, 2, 482, 4.998380661010742
6, 3, 407, 4.905346393585205
6, 4, 356, 4.856051445007324
6, 5, 63, 4.85270357131958
6, 6, 113, 4.819230556488037
6, 7, 168, 4.815500259399414
6, 8, 97, 4.812402248382568
6, 9, 602, 4.8001484870910645
6, 10, 317, 4.789874076843262
7, 1, 482, 5.239879608154297
7, 2, 126, 5.236722946166992
7, 3, 407, 5.169560432434082
7, 4, 356, 5.1235737800598145
7, 5, 63, 5.120804309844971
7, 6, 113, 5.100698947906494
7, 7, 168, 5.095515727996826
7, 8, 97, 5.084144592285156
7, 9, 602, 5.077792167663574
7, 10, 317, 5.067861557006836
8, 1, 126, 5.574197769165039
8, 2, 482, 5.545952796936035
8, 3, 407, 5.394157886505127
8, 4, 63, 5.393837928771973
8, 5, 356, 5.383167266845703
8, 6, 97, 5.376209735870361
8, 7, 317, 5.336820602416992
8, 8, 602, 5.323139190673828
8, 9, 99, 5.313241004943848
8, 10, 168, 5.304392337799072
9, 1, 126, 6.16071081161499
9, 2, 482, 6.0937371253967285
9, 3, 97, 5.946653366088867
9, 4, 63, 5.931762218475342
9, 5, 49, 5.907378673553467
9, 6, 356, 5.905622959136963
9, 7, 99, 5.900826930999756
9, 8, 317, 5.883357048034668
9, 9, 407, 5.862734794616699
9, 10, 602, 5.839925289154053
10, 1, 126, 5.276916027069092
10, 2, 482, 5.269741058349609
10, 3, 407, 5.175991058349609
10, 4, 63, 5.144240379333496
10, 5, 356, 5.142826557159424
10, 6, 97, 5.115015506744385
10, 7, 168, 5.099428176879883
10, 8, 113, 5.097657680511475
10, 9, 602, 5.09415864944458
10, 10, 317, 5.0918684005737305
