1, 788, 1.0
1, 757, 1.0
1, 784, 1.0
1, 666, 1.0
1, 711, 1.0
1, 598, 1.0
1, 777, 1.0
1, 626, 1.0
1, 361, 1.0
1, 600, 1.0
2, 706, 1.0
2, 361, 1.0
2, 681, 1.0
2, 359, 1.0
2, 536, 1.0
2, 643, 1.0
2, 360, 1.0
2, 308, 1.0
2, 314, 1.0
2, 296, 1.0
3, 377, 1.0
3, 359, 1.0
3, 360, 1.0
3, 344, 1.0
3, 353, 1.0
3, 341, 1.0
3, 119, 1.0
3, 247, 1.0
3, 314, 1.0
3, 113, 1.0
4, 839, 1.0
4, 814, 1.0
4, 830, 1.0
4, 677, 1.0
4, 711, 1.0
4, 599, 1.0
4, 817, 1.0
4, 600, 1.0
4, 296, 1.0
4, 361, 1.0
5, 533, 1.0
5, 532, 1.0
5, 390, 1.0
5, 361, 1.0
5, 309, 1.0
5, 296, 1.0
5, 359, 1.0
5, 360, 1.0
5, 314, 1.0
5, 146, 1.0
6, 80, 1.0
6, 78, 1.0
6, 75, 1.0
6, 74, 1.0
6, 67, 1.0
6, 40, 1.0
6, 41, 1.0
6, 35, 1.0
6, 63, 1.0
6, 34, 1.0
7, 830, 1.0
7, 814, 1.0
7, 711, 1.0
7, 784, 1.0
7, 788, 1.0
7, 677, 1.0
7, 442, 1.0
7, 75, 1.0
7, 599, 1.0
7, 643, 1.0
8, 677, 1.0
8, 600, 1.0
8, 442, 1.0
8, 599, 1.0
8, 439, 1.0
8, 247, 1.0
8, 360, 1.0
8, 437, 1.0
8, 314, 1.0
8, 296, 1.0
9, 677, 1.0
9, 666, 1.0
9, 374, 1.0
9, 599, 1.0
9, 643, 1.0
9, 119, 1.0
9, 314, 1.0
9, 442, 1.0
9, 113, 1.0
9, 35, 1.0
10, 394, 1.0
10, 390, 1.0
10, 341, 1.0
10, 359, 1.0
10, 360, 1.0
10, 75, 1.0
10, 335, 1.0
10, 247, 1.0
10, 34, 1.0
10, 351, 1.0
